,movie,year,imdb,metascore,votes,n_imdb
0,Gladiator,2000,8.5,67,1277850,85.0
1,Memento,2000,8.4,80,1074713,84.0
2,Snatch,2000,8.3,55,751137,83.0
3,Requiem for a Dream,2000,8.3,68,732569,83.0
4,X-Men,2000,7.4,64,554133,74.0
5,Cast Away,2000,7.8,73,497183,78.0
6,American Psycho,2000,7.6,64,458854,76.0
7,Unbreakable,2000,7.3,62,373290,73.0
8,Mission: Impossible II,2000,6.1,59,302047,61.0
9,Meet the Parents,2000,7.0,73,301285,70.0
10,"O Brother, Where Art Thou?",2000,7.7,69,273804,77.0
11,Gone in 60 Seconds,2000,6.5,35,253226,65.0
12,"Crouching Tiger, Hidden Dragon",2000,7.8,94,246344,78.0
13,The Patriot,2000,7.2,63,245620,72.0
14,Almost Famous,2000,7.9,90,242546,79.0
15,Scary Movie,2000,6.2,48,223872,62.0
16,Final Destination,2000,6.7,36,220447,67.0
17,Pitch Black,2000,7.1,49,219570,71.0
18,"Me, Myself & Irene",2000,6.6,49,215936,66.0
19,The Beach,2000,6.7,43,215627,67.0
20,Amores Perros,2000,8.1,83,214544,81.0
21,How the Grinch Stole Christmas,2000,6.2,46,195141,62.0
22,Traffic,2000,7.6,86,190518,76.0
23,Remember the Titans,2000,7.8,48,190486,78.0
24,What Women Want,2000,6.4,47,185892,64.0
25,Miss Congeniality,2000,6.2,43,178690,62.0
26,Chocolat,2000,7.2,64,172883,72.0
27,Charlie's Angels,2000,5.5,52,170772,55.0
28,Chicken Run,2000,7.0,88,170536,70.0
29,The Emperor's New Groove,2000,7.3,70,170512,73.0
30,Erin Brockovich,2000,7.3,73,166455,73.0
31,Battle Royale,2000,7.6,81,163708,76.0
32,High Fidelity,2000,7.5,79,163063,75.0
33,Road Trip,2000,6.4,55,152970,64.0
34,The Perfect Storm,2000,6.4,59,151178,64.0
35,"Dude, Where's My Car?",2000,5.5,30,131465,55.0
36,Billy Elliot,2000,7.7,74,121115,77.0
37,Hollow Man,2000,5.8,24,119333,58.0
38,Scream 3,2000,5.6,56,118969,56.0
39,Shanghai Noon,2000,6.6,77,115714,66.0
40,In the Mood for Love,2000,8.1,85,114311,81.0
41,What Lies Beneath,2000,6.6,51,114135,66.0
42,The 6th Day,2000,5.9,49,113518,59.0
43,Pay It Forward,2000,7.2,40,109817,72.0
44,The Whole Nine Yards,2000,6.7,47,106709,67.0
45,Men of Honor,2000,7.2,56,103852,72.0
46,Coyote Ugly,2000,5.7,27,103706,57.0
47,The Family Man,2000,6.8,42,100004,68.0
48,Dancer in the Dark,2000,8.0,61,97858,80.0
49,Gladiator,2000,8.5,67,1277850,85.0
50,Memento,2000,8.4,80,1074713,84.0
51,Snatch,2000,8.3,55,751137,83.0
52,Requiem for a Dream,2000,8.3,68,732569,83.0
53,X-Men,2000,7.4,64,554133,74.0
54,Cast Away,2000,7.8,73,497183,78.0
55,American Psycho,2000,7.6,64,458854,76.0
56,Unbreakable,2000,7.3,62,373290,73.0
57,Mission: Impossible II,2000,6.1,59,302047,61.0
58,Meet the Parents,2000,7.0,73,301285,70.0
59,"O Brother, Where Art Thou?",2000,7.7,69,273804,77.0
60,Gone in 60 Seconds,2000,6.5,35,253226,65.0
61,"Crouching Tiger, Hidden Dragon",2000,7.8,94,246344,78.0
62,The Patriot,2000,7.2,63,245620,72.0
63,Almost Famous,2000,7.9,90,242546,79.0
64,Scary Movie,2000,6.2,48,223872,62.0
65,Final Destination,2000,6.7,36,220447,67.0
66,Pitch Black,2000,7.1,49,219570,71.0
67,"Me, Myself & Irene",2000,6.6,49,215936,66.0
68,The Beach,2000,6.7,43,215627,67.0
69,Amores Perros,2000,8.1,83,214544,81.0
70,How the Grinch Stole Christmas,2000,6.2,46,195141,62.0
71,Traffic,2000,7.6,86,190518,76.0
72,Remember the Titans,2000,7.8,48,190486,78.0
73,What Women Want,2000,6.4,47,185892,64.0
74,Miss Congeniality,2000,6.2,43,178690,62.0
75,Chocolat,2000,7.2,64,172883,72.0
76,Charlie's Angels,2000,5.5,52,170772,55.0
77,Chicken Run,2000,7.0,88,170536,70.0
78,The Emperor's New Groove,2000,7.3,70,170512,73.0
79,Erin Brockovich,2000,7.3,73,166455,73.0
80,Battle Royale,2000,7.6,81,163708,76.0
81,High Fidelity,2000,7.5,79,163063,75.0
82,Road Trip,2000,6.4,55,152970,64.0
83,The Perfect Storm,2000,6.4,59,151178,64.0
84,"Dude, Where's My Car?",2000,5.5,30,131465,55.0
85,Billy Elliot,2000,7.7,74,121115,77.0
86,Hollow Man,2000,5.8,24,119333,58.0
87,Scream 3,2000,5.6,56,118969,56.0
88,Shanghai Noon,2000,6.6,77,115714,66.0
89,In the Mood for Love,2000,8.1,85,114311,81.0
90,What Lies Beneath,2000,6.6,51,114135,66.0
91,The 6th Day,2000,5.9,49,113518,59.0
92,Pay It Forward,2000,7.2,40,109817,72.0
93,The Whole Nine Yards,2000,6.7,47,106709,67.0
94,Men of Honor,2000,7.2,56,103852,72.0
95,Coyote Ugly,2000,5.7,27,103706,57.0
96,The Family Man,2000,6.8,42,100004,68.0
97,Dancer in the Dark,2000,8.0,61,97858,80.0
98,Gladiator,2000,8.5,67,1277850,85.0
99,Memento,2000,8.4,80,1074713,84.0
100,Snatch,2000,8.3,55,751137,83.0
101,Requiem for a Dream,2000,8.3,68,732569,83.0
102,X-Men,2000,7.4,64,554133,74.0
103,Cast Away,2000,7.8,73,497183,78.0
104,American Psycho,2000,7.6,64,458854,76.0
105,Unbreakable,2000,7.3,62,373290,73.0
106,Mission: Impossible II,2000,6.1,59,302047,61.0
107,Meet the Parents,2000,7.0,73,301285,70.0
108,"O Brother, Where Art Thou?",2000,7.7,69,273804,77.0
109,Gone in 60 Seconds,2000,6.5,35,253226,65.0
110,"Crouching Tiger, Hidden Dragon",2000,7.8,94,246344,78.0
111,The Patriot,2000,7.2,63,245620,72.0
112,Almost Famous,2000,7.9,90,242546,79.0
113,Scary Movie,2000,6.2,48,223872,62.0
114,Final Destination,2000,6.7,36,220447,67.0
115,Pitch Black,2000,7.1,49,219570,71.0
116,"Me, Myself & Irene",2000,6.6,49,215936,66.0
117,The Beach,2000,6.7,43,215627,67.0
118,Amores Perros,2000,8.1,83,214544,81.0
119,How the Grinch Stole Christmas,2000,6.2,46,195141,62.0
120,Traffic,2000,7.6,86,190518,76.0
121,Remember the Titans,2000,7.8,48,190486,78.0
122,What Women Want,2000,6.4,47,185892,64.0
123,Miss Congeniality,2000,6.2,43,178690,62.0
124,Chocolat,2000,7.2,64,172883,72.0
125,Charlie's Angels,2000,5.5,52,170772,55.0
126,Chicken Run,2000,7.0,88,170536,70.0
127,The Emperor's New Groove,2000,7.3,70,170512,73.0
128,Erin Brockovich,2000,7.3,73,166455,73.0
129,Battle Royale,2000,7.6,81,163708,76.0
130,High Fidelity,2000,7.5,79,163063,75.0
131,Road Trip,2000,6.4,55,152970,64.0
132,The Perfect Storm,2000,6.4,59,151178,64.0
133,"Dude, Where's My Car?",2000,5.5,30,131465,55.0
134,Billy Elliot,2000,7.7,74,121115,77.0
135,Hollow Man,2000,5.8,24,119333,58.0
136,Scream 3,2000,5.6,56,118969,56.0
137,Shanghai Noon,2000,6.6,77,115714,66.0
138,In the Mood for Love,2000,8.1,85,114311,81.0
139,What Lies Beneath,2000,6.6,51,114135,66.0
140,The 6th Day,2000,5.9,49,113518,59.0
141,Pay It Forward,2000,7.2,40,109817,72.0
142,The Whole Nine Yards,2000,6.7,47,106709,67.0
143,Men of Honor,2000,7.2,56,103852,72.0
144,Coyote Ugly,2000,5.7,27,103706,57.0
145,The Family Man,2000,6.8,42,100004,68.0
146,Dancer in the Dark,2000,8.0,61,97858,80.0
147,Gladiator,2000,8.5,67,1277850,85.0
148,Memento,2000,8.4,80,1074713,84.0
149,Snatch,2000,8.3,55,751137,83.0
150,Requiem for a Dream,2000,8.3,68,732569,83.0
151,X-Men,2000,7.4,64,554133,74.0
152,Cast Away,2000,7.8,73,497183,78.0
153,American Psycho,2000,7.6,64,458854,76.0
154,Unbreakable,2000,7.3,62,373290,73.0
155,Mission: Impossible II,2000,6.1,59,302047,61.0
156,Meet the Parents,2000,7.0,73,301285,70.0
157,"O Brother, Where Art Thou?",2000,7.7,69,273804,77.0
158,Gone in 60 Seconds,2000,6.5,35,253226,65.0
159,"Crouching Tiger, Hidden Dragon",2000,7.8,94,246344,78.0
160,The Patriot,2000,7.2,63,245620,72.0
161,Almost Famous,2000,7.9,90,242546,79.0
162,Scary Movie,2000,6.2,48,223872,62.0
163,Final Destination,2000,6.7,36,220447,67.0
164,Pitch Black,2000,7.1,49,219570,71.0
165,"Me, Myself & Irene",2000,6.6,49,215936,66.0
166,The Beach,2000,6.7,43,215627,67.0
167,Amores Perros,2000,8.1,83,214544,81.0
168,How the Grinch Stole Christmas,2000,6.2,46,195141,62.0
169,Traffic,2000,7.6,86,190518,76.0
170,Remember the Titans,2000,7.8,48,190486,78.0
171,What Women Want,2000,6.4,47,185892,64.0
172,Miss Congeniality,2000,6.2,43,178690,62.0
173,Chocolat,2000,7.2,64,172883,72.0
174,Charlie's Angels,2000,5.5,52,170772,55.0
175,Chicken Run,2000,7.0,88,170536,70.0
176,The Emperor's New Groove,2000,7.3,70,170512,73.0
177,Erin Brockovich,2000,7.3,73,166455,73.0
178,Battle Royale,2000,7.6,81,163708,76.0
179,High Fidelity,2000,7.5,79,163063,75.0
180,Road Trip,2000,6.4,55,152970,64.0
181,The Perfect Storm,2000,6.4,59,151178,64.0
182,"Dude, Where's My Car?",2000,5.5,30,131465,55.0
183,Billy Elliot,2000,7.7,74,121115,77.0
184,Hollow Man,2000,5.8,24,119333,58.0
185,Scream 3,2000,5.6,56,118969,56.0
186,Shanghai Noon,2000,6.6,77,115714,66.0
187,In the Mood for Love,2000,8.1,85,114311,81.0
188,What Lies Beneath,2000,6.6,51,114135,66.0
189,The 6th Day,2000,5.9,49,113518,59.0
190,Pay It Forward,2000,7.2,40,109817,72.0
191,The Whole Nine Yards,2000,6.7,47,106709,67.0
192,Men of Honor,2000,7.2,56,103852,72.0
193,Coyote Ugly,2000,5.7,27,103706,57.0
194,The Family Man,2000,6.8,42,100004,68.0
195,Dancer in the Dark,2000,8.0,61,97858,80.0
196,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1584430,88.0
197,A Beautiful Mind,2001,8.2,72,809281,82.0
198,"Monsters, Inc.",2001,8.0,79,778828,80.0
199,Donnie Darko,2001,8.0,88,718140,80.0
200,Amélie,2001,8.3,69,678043,83.0
201,Harry Potter and the Sorcerer's Stone,2001,7.6,64,603217,76.0
202,Spirited Away,2001,8.6,96,601300,86.0
203,Shrek,2001,7.8,84,589063,78.0
204,Ocean's Eleven,2001,7.8,74,493207,78.0
205,Training Day,2001,7.7,69,371904,77.0
206,Black Hawk Down,2001,7.7,74,352076,77.0
207,The Fast and the Furious,2001,6.8,58,333589,68.0
208,The Others,2001,7.6,74,324667,76.0
209,Mulholland Drive,2001,8.0,84,303942,80.0
210,Pearl Harbor,2001,6.2,44,302254,62.0
211,The Mummy Returns,2001,6.3,48,292056,63.0
212,Jurassic Park III,2001,5.9,42,285419,59.0
213,A.I. Artificial Intelligence,2001,7.2,65,282442,72.0
214,Moulin Rouge!,2001,7.6,66,259216,76.0
215,The Royal Tenenbaums,2001,7.6,76,255705,76.0
216,Hannibal,2001,6.8,57,244416,68.0
217,Vanilla Sky,2001,6.9,45,240554,69.0
218,Zoolander,2001,6.5,61,238935,65.0
219,Enemy at the Gates,2001,7.6,53,233589,76.0
220,American Pie 2,2001,6.4,43,232299,64.0
221,Blow,2001,7.6,52,232246,76.0
222,Bridget Jones's Diary,2001,6.7,66,215912,67.0
223,Planet of the Apes,2001,5.7,50,205646,57.0
224,Rush Hour 2,2001,6.6,48,192985,66.0
225,Lara Croft: Tomb Raider,2001,5.8,33,192130,58.0
226,Legally Blonde,2001,6.3,59,174957,63.0
227,Swordfish,2001,6.5,32,172379,65.0
228,K-PAX,2001,7.4,49,171161,74.0
229,A Knight's Tale,2001,6.9,56,163282,69.0
230,Jay and Silent Bob Strike Back,2001,6.8,51,145486,68.0
231,Scary Movie 2,2001,5.3,29,144425,53.0
232,From Hell,2001,6.8,54,142864,68.0
233,Spy Game,2001,7.1,63,140089,71.0
234,I Am Sam,2001,7.7,28,139329,77.0
235,Shallow Hal,2001,5.9,48,123937,59.0
236,The Princess Diaries,2001,6.3,52,121961,63.0
237,The Score,2001,6.8,71,116898,68.0
238,Evolution,2001,6.1,40,116295,61.0
239,Y Tu Mamá También,2001,7.6,88,111097,76.0
240,Ghost World,2001,7.3,88,109839,73.0
241,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1584430,88.0
242,A Beautiful Mind,2001,8.2,72,809281,82.0
243,"Monsters, Inc.",2001,8.0,79,778828,80.0
244,Donnie Darko,2001,8.0,88,718140,80.0
245,Amélie,2001,8.3,69,678043,83.0
246,Harry Potter and the Sorcerer's Stone,2001,7.6,64,603217,76.0
247,Spirited Away,2001,8.6,96,601300,86.0
248,Shrek,2001,7.8,84,589063,78.0
249,Ocean's Eleven,2001,7.8,74,493207,78.0
250,Training Day,2001,7.7,69,371904,77.0
251,Black Hawk Down,2001,7.7,74,352076,77.0
252,The Fast and the Furious,2001,6.8,58,333589,68.0
253,The Others,2001,7.6,74,324667,76.0
254,Mulholland Drive,2001,8.0,84,303942,80.0
255,Pearl Harbor,2001,6.2,44,302254,62.0
256,The Mummy Returns,2001,6.3,48,292056,63.0
257,Jurassic Park III,2001,5.9,42,285419,59.0
258,A.I. Artificial Intelligence,2001,7.2,65,282442,72.0
259,Moulin Rouge!,2001,7.6,66,259216,76.0
260,The Royal Tenenbaums,2001,7.6,76,255705,76.0
261,Hannibal,2001,6.8,57,244416,68.0
262,Vanilla Sky,2001,6.9,45,240554,69.0
263,Zoolander,2001,6.5,61,238935,65.0
264,Enemy at the Gates,2001,7.6,53,233589,76.0
265,American Pie 2,2001,6.4,43,232299,64.0
266,Blow,2001,7.6,52,232246,76.0
267,Bridget Jones's Diary,2001,6.7,66,215912,67.0
268,Planet of the Apes,2001,5.7,50,205646,57.0
269,Rush Hour 2,2001,6.6,48,192985,66.0
270,Lara Croft: Tomb Raider,2001,5.8,33,192130,58.0
271,Legally Blonde,2001,6.3,59,174957,63.0
272,Swordfish,2001,6.5,32,172379,65.0
273,K-PAX,2001,7.4,49,171161,74.0
274,A Knight's Tale,2001,6.9,56,163282,69.0
275,Jay and Silent Bob Strike Back,2001,6.8,51,145486,68.0
276,Scary Movie 2,2001,5.3,29,144425,53.0
277,From Hell,2001,6.8,54,142864,68.0
278,Spy Game,2001,7.1,63,140089,71.0
279,I Am Sam,2001,7.7,28,139329,77.0
280,Shallow Hal,2001,5.9,48,123937,59.0
281,The Princess Diaries,2001,6.3,52,121961,63.0
282,The Score,2001,6.8,71,116898,68.0
283,Evolution,2001,6.1,40,116295,61.0
284,Y Tu Mamá También,2001,7.6,88,111097,76.0
285,Ghost World,2001,7.3,88,109839,73.0
286,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1584430,88.0
287,A Beautiful Mind,2001,8.2,72,809281,82.0
288,"Monsters, Inc.",2001,8.0,79,778828,80.0
289,Donnie Darko,2001,8.0,88,718140,80.0
290,Amélie,2001,8.3,69,678043,83.0
291,Harry Potter and the Sorcerer's Stone,2001,7.6,64,603217,76.0
292,Spirited Away,2001,8.6,96,601300,86.0
293,Shrek,2001,7.8,84,589063,78.0
294,Ocean's Eleven,2001,7.8,74,493207,78.0
295,Training Day,2001,7.7,69,371904,77.0
296,Black Hawk Down,2001,7.7,74,352076,77.0
297,The Fast and the Furious,2001,6.8,58,333589,68.0
298,The Others,2001,7.6,74,324667,76.0
299,Mulholland Drive,2001,8.0,84,303942,80.0
300,Pearl Harbor,2001,6.2,44,302254,62.0
301,The Mummy Returns,2001,6.3,48,292056,63.0
302,Jurassic Park III,2001,5.9,42,285419,59.0
303,A.I. Artificial Intelligence,2001,7.2,65,282442,72.0
304,Moulin Rouge!,2001,7.6,66,259216,76.0
305,The Royal Tenenbaums,2001,7.6,76,255705,76.0
306,Hannibal,2001,6.8,57,244416,68.0
307,Vanilla Sky,2001,6.9,45,240554,69.0
308,Zoolander,2001,6.5,61,238935,65.0
309,Enemy at the Gates,2001,7.6,53,233589,76.0
310,American Pie 2,2001,6.4,43,232299,64.0
311,Blow,2001,7.6,52,232246,76.0
312,Bridget Jones's Diary,2001,6.7,66,215912,67.0
313,Planet of the Apes,2001,5.7,50,205646,57.0
314,Rush Hour 2,2001,6.6,48,192985,66.0
315,Lara Croft: Tomb Raider,2001,5.8,33,192130,58.0
316,Legally Blonde,2001,6.3,59,174957,63.0
317,Swordfish,2001,6.5,32,172379,65.0
318,K-PAX,2001,7.4,49,171161,74.0
319,A Knight's Tale,2001,6.9,56,163282,69.0
320,Jay and Silent Bob Strike Back,2001,6.8,51,145486,68.0
321,Scary Movie 2,2001,5.3,29,144425,53.0
322,From Hell,2001,6.8,54,142864,68.0
323,Spy Game,2001,7.1,63,140089,71.0
324,I Am Sam,2001,7.7,28,139329,77.0
325,Shallow Hal,2001,5.9,48,123937,59.0
326,The Princess Diaries,2001,6.3,52,121961,63.0
327,The Score,2001,6.8,71,116898,68.0
328,Evolution,2001,6.1,40,116295,61.0
329,Y Tu Mamá También,2001,7.6,88,111097,76.0
330,Ghost World,2001,7.3,88,109839,73.0
331,The Lord of the Rings: The Fellowship of the Ring,2001,8.8,92,1584430,88.0
332,A Beautiful Mind,2001,8.2,72,809281,82.0
333,"Monsters, Inc.",2001,8.0,79,778828,80.0
334,Donnie Darko,2001,8.0,88,718140,80.0
335,Amélie,2001,8.3,69,678043,83.0
336,Harry Potter and the Sorcerer's Stone,2001,7.6,64,603217,76.0
337,Spirited Away,2001,8.6,96,601300,86.0
338,Shrek,2001,7.8,84,589063,78.0
339,Ocean's Eleven,2001,7.8,74,493207,78.0
340,Training Day,2001,7.7,69,371904,77.0
341,Black Hawk Down,2001,7.7,74,352076,77.0
342,The Fast and the Furious,2001,6.8,58,333589,68.0
343,The Others,2001,7.6,74,324667,76.0
344,Mulholland Drive,2001,8.0,84,303942,80.0
345,Pearl Harbor,2001,6.2,44,302254,62.0
346,The Mummy Returns,2001,6.3,48,292056,63.0
347,Jurassic Park III,2001,5.9,42,285419,59.0
348,A.I. Artificial Intelligence,2001,7.2,65,282442,72.0
349,Moulin Rouge!,2001,7.6,66,259216,76.0
350,The Royal Tenenbaums,2001,7.6,76,255705,76.0
351,Hannibal,2001,6.8,57,244416,68.0
352,Vanilla Sky,2001,6.9,45,240554,69.0
353,Zoolander,2001,6.5,61,238935,65.0
354,Enemy at the Gates,2001,7.6,53,233589,76.0
355,American Pie 2,2001,6.4,43,232299,64.0
356,Blow,2001,7.6,52,232246,76.0
357,Bridget Jones's Diary,2001,6.7,66,215912,67.0
358,Planet of the Apes,2001,5.7,50,205646,57.0
359,Rush Hour 2,2001,6.6,48,192985,66.0
360,Lara Croft: Tomb Raider,2001,5.8,33,192130,58.0
361,Legally Blonde,2001,6.3,59,174957,63.0
362,Swordfish,2001,6.5,32,172379,65.0
363,K-PAX,2001,7.4,49,171161,74.0
364,A Knight's Tale,2001,6.9,56,163282,69.0
365,Jay and Silent Bob Strike Back,2001,6.8,51,145486,68.0
366,Scary Movie 2,2001,5.3,29,144425,53.0
367,From Hell,2001,6.8,54,142864,68.0
368,Spy Game,2001,7.1,63,140089,71.0
369,I Am Sam,2001,7.7,28,139329,77.0
370,Shallow Hal,2001,5.9,48,123937,59.0
371,The Princess Diaries,2001,6.3,52,121961,63.0
372,The Score,2001,6.8,71,116898,68.0
373,Evolution,2001,6.1,40,116295,61.0
374,Y Tu Mamá También,2001,7.6,88,111097,76.0
375,Ghost World,2001,7.3,88,109839,73.0
376,The Lord of the Rings: The Two Towers,2002,8.7,87,1419660,87.0
377,Catch Me If You Can,2002,8.1,75,772864,81.0
378,The Pianist,2002,8.5,85,686765,85.0
379,City of God,2002,8.6,79,672821,86.0
380,Spider-Man,2002,7.3,73,664172,73.0
381,Star Wars: Episode II - Attack of the Clones,2002,6.5,54,612159,65.0
382,Harry Potter and the Chamber of Secrets,2002,7.4,63,520888,74.0
383,The Bourne Identity,2002,7.9,68,490549,79.0
384,Minority Report,2002,7.6,80,487811,76.0
385,Ice Age,2002,7.5,60,422881,75.0
386,Gangs of New York,2002,7.5,72,388670,75.0
387,28 Days Later...,2002,7.6,73,362013,76.0
388,Men in Black II,2002,6.2,49,330629,62.0
389,Signs,2002,6.7,59,327168,67.0
390,The Ring,2002,7.1,57,309628,71.0
391,Equilibrium,2002,7.4,33,303866,74.0
392,The Transporter,2002,6.8,51,277409,68.0
393,Insomnia,2002,7.2,78,262761,72.0
394,Panic Room,2002,6.8,65,247030,68.0
395,Phone Booth,2002,7.0,56,243861,70.0
396,Resident Evil,2002,6.7,33,239585,67.0
397,Red Dragon,2002,7.2,60,239488,72.0
398,8 Mile,2002,7.1,77,239483,71.0
399,Road to Perdition,2002,7.7,72,236894,77.0
400,Chicago,2002,7.1,82,208737,71.0
401,Die Another Day,2002,6.1,56,198304,61.0
402,A Walk to Remember,2002,7.4,35,193616,74.0
403,Blade II,2002,6.7,52,193326,67.0
404,Austin Powers in Goldmember,2002,6.2,62,189891,62.0
405,Adaptation.,2002,7.7,83,170543,77.0
406,Hero,2002,7.9,85,170020,79.0
407,xXx,2002,5.9,48,169859,59.0
408,About a Boy,2002,7.0,75,166669,70.0
409,25th Hour,2002,7.6,67,165747,76.0
410,Lilo & Stitch,2002,7.2,73,159324,72.0
411,Punch-Drunk Love,2002,7.3,78,140341,73.0
412,Bowling for Columbine,2002,7.9,72,137290,79.0
413,Mr. Deeds,2002,5.8,24,131479,58.0
414,The Scorpion King,2002,5.5,45,126551,55.0
415,We Were Soldiers,2002,7.2,65,125680,72.0
416,The Count of Monte Cristo,2002,7.8,61,124506,78.0
417,Reign of Fire,2002,6.2,39,122703,62.0
418,The Hours,2002,7.5,80,120438,75.0
419,About Schmidt,2002,7.1,85,119819,71.0
420,John Q,2002,7.1,30,119213,71.0
421,My Big Fat Greek Wedding,2002,6.5,62,116371,65.0
422,The Time Machine,2002,6.0,42,115809,60.0
423,Infernal Affairs,2002,8.0,75,114705,80.0
424,The Lord of the Rings: The Two Towers,2002,8.7,87,1419660,87.0
425,Catch Me If You Can,2002,8.1,75,772864,81.0
426,The Pianist,2002,8.5,85,686765,85.0
427,City of God,2002,8.6,79,672821,86.0
428,Spider-Man,2002,7.3,73,664172,73.0
429,Star Wars: Episode II - Attack of the Clones,2002,6.5,54,612159,65.0
430,Harry Potter and the Chamber of Secrets,2002,7.4,63,520888,74.0
431,The Bourne Identity,2002,7.9,68,490549,79.0
432,Minority Report,2002,7.6,80,487811,76.0
433,Ice Age,2002,7.5,60,422881,75.0
434,Gangs of New York,2002,7.5,72,388670,75.0
435,28 Days Later...,2002,7.6,73,362013,76.0
436,Men in Black II,2002,6.2,49,330629,62.0
437,Signs,2002,6.7,59,327168,67.0
438,The Ring,2002,7.1,57,309628,71.0
439,Equilibrium,2002,7.4,33,303866,74.0
440,The Transporter,2002,6.8,51,277409,68.0
441,Insomnia,2002,7.2,78,262761,72.0
442,Panic Room,2002,6.8,65,247030,68.0
443,Phone Booth,2002,7.0,56,243861,70.0
444,Resident Evil,2002,6.7,33,239585,67.0
445,Red Dragon,2002,7.2,60,239488,72.0
446,8 Mile,2002,7.1,77,239483,71.0
447,Road to Perdition,2002,7.7,72,236894,77.0
448,Chicago,2002,7.1,82,208737,71.0
449,Die Another Day,2002,6.1,56,198304,61.0
450,A Walk to Remember,2002,7.4,35,193616,74.0
451,Blade II,2002,6.7,52,193326,67.0
452,Austin Powers in Goldmember,2002,6.2,62,189891,62.0
453,Adaptation.,2002,7.7,83,170543,77.0
454,Hero,2002,7.9,85,170020,79.0
455,xXx,2002,5.9,48,169859,59.0
456,About a Boy,2002,7.0,75,166669,70.0
457,25th Hour,2002,7.6,67,165747,76.0
458,Lilo & Stitch,2002,7.2,73,159324,72.0
459,Punch-Drunk Love,2002,7.3,78,140341,73.0
460,Bowling for Columbine,2002,7.9,72,137290,79.0
461,Mr. Deeds,2002,5.8,24,131479,58.0
462,The Scorpion King,2002,5.5,45,126551,55.0
463,We Were Soldiers,2002,7.2,65,125680,72.0
464,The Count of Monte Cristo,2002,7.8,61,124506,78.0
465,Reign of Fire,2002,6.2,39,122703,62.0
466,The Hours,2002,7.5,80,120438,75.0
467,About Schmidt,2002,7.1,85,119819,71.0
468,John Q,2002,7.1,30,119213,71.0
469,My Big Fat Greek Wedding,2002,6.5,62,116371,65.0
470,The Time Machine,2002,6.0,42,115809,60.0
471,Infernal Affairs,2002,8.0,75,114705,80.0
472,The Lord of the Rings: The Two Towers,2002,8.7,87,1419660,87.0
473,Catch Me If You Can,2002,8.1,75,772864,81.0
474,The Pianist,2002,8.5,85,686765,85.0
475,City of God,2002,8.6,79,672821,86.0
476,Spider-Man,2002,7.3,73,664172,73.0
477,Star Wars: Episode II - Attack of the Clones,2002,6.5,54,612159,65.0
478,Harry Potter and the Chamber of Secrets,2002,7.4,63,520888,74.0
479,The Bourne Identity,2002,7.9,68,490549,79.0
480,Minority Report,2002,7.6,80,487811,76.0
481,Ice Age,2002,7.5,60,422881,75.0
482,Gangs of New York,2002,7.5,72,388670,75.0
483,28 Days Later...,2002,7.6,73,362013,76.0
484,Men in Black II,2002,6.2,49,330629,62.0
485,Signs,2002,6.7,59,327168,67.0
486,The Ring,2002,7.1,57,309628,71.0
487,Equilibrium,2002,7.4,33,303866,74.0
488,The Transporter,2002,6.8,51,277409,68.0
489,Insomnia,2002,7.2,78,262761,72.0
490,Panic Room,2002,6.8,65,247030,68.0
491,Phone Booth,2002,7.0,56,243861,70.0
492,Resident Evil,2002,6.7,33,239585,67.0
493,Red Dragon,2002,7.2,60,239488,72.0
494,8 Mile,2002,7.1,77,239483,71.0
495,Road to Perdition,2002,7.7,72,236894,77.0
496,Chicago,2002,7.1,82,208737,71.0
497,Die Another Day,2002,6.1,56,198304,61.0
498,A Walk to Remember,2002,7.4,35,193616,74.0
499,Blade II,2002,6.7,52,193326,67.0
500,Austin Powers in Goldmember,2002,6.2,62,189891,62.0
501,Adaptation.,2002,7.7,83,170543,77.0
502,Hero,2002,7.9,85,170020,79.0
503,xXx,2002,5.9,48,169859,59.0
504,About a Boy,2002,7.0,75,166669,70.0
505,25th Hour,2002,7.6,67,165747,76.0
506,Lilo & Stitch,2002,7.2,73,159324,72.0
507,Punch-Drunk Love,2002,7.3,78,140341,73.0
508,Bowling for Columbine,2002,7.9,72,137290,79.0
509,Mr. Deeds,2002,5.8,24,131479,58.0
510,The Scorpion King,2002,5.5,45,126551,55.0
511,We Were Soldiers,2002,7.2,65,125680,72.0
512,The Count of Monte Cristo,2002,7.8,61,124506,78.0
513,Reign of Fire,2002,6.2,39,122703,62.0
514,The Hours,2002,7.5,80,120438,75.0
515,About Schmidt,2002,7.1,85,119819,71.0
516,John Q,2002,7.1,30,119213,71.0
517,My Big Fat Greek Wedding,2002,6.5,62,116371,65.0
518,The Time Machine,2002,6.0,42,115809,60.0
519,Infernal Affairs,2002,8.0,75,114705,80.0
520,The Lord of the Rings: The Two Towers,2002,8.7,87,1419660,87.0
521,Catch Me If You Can,2002,8.1,75,772864,81.0
522,The Pianist,2002,8.5,85,686765,85.0
523,City of God,2002,8.6,79,672821,86.0
524,Spider-Man,2002,7.3,73,664172,73.0
525,Star Wars: Episode II - Attack of the Clones,2002,6.5,54,612159,65.0
526,Harry Potter and the Chamber of Secrets,2002,7.4,63,520888,74.0
527,The Bourne Identity,2002,7.9,68,490549,79.0
